latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
26.86705,67.60253,342.84,0.45,0.63,2024-08-15,749,N,VIIRS,n,2,293.38,20.64,D,0
26.86815,67.60706,367.0,0.45,0.63,2024-08-15,749,N,VIIRS,h,2,295.34,51.47,D,0
28.42624,69.70103,318.17,0.4,0.37,2024-08-18,2059,N,VIIRS,n,2,291.6,1.55,N,2
28.4228,69.69778,306.04,0.41,0.6,2024-08-20,2021,N,VIIRS,n,2,290.63,0.93,N,0
28.42593,69.70023,307.14,0.41,0.6,2024-08-20,2021,N,VIIRS,n,2,290.74,0.55,N,2
28.42421,69.70006,310.01,0.33,0.55,2024-08-21,2142,N,VIIRS,n,2,291.5,1.0,N,2
28.42603,69.70111,311.53,0.33,0.55,2024-08-21,2142,N,VIIRS,n,2,291.14,0.92,N,2
28.60995,68.63241,314.68,0.56,0.51,2024-08-21,2142,N,VIIRS,n,2,291.03,3.98,N,2
28.6112,68.62677,333.93,0.56,0.51,2024-08-21,2142,N,VIIRS,n,2,290.93,3.98,N,2
28.61033,68.62748,336.76,0.47,0.48,2024-08-22,859,N,VIIRS,n,2,296.69,2.05,D,2
28.42576,69.70107,308.77,0.53,0.42,2024-08-22,2124,N,VIIRS,n,2,293.74,2.93,N,2
28.60917,68.63203,309.47,0.47,0.4,2024-08-22,2124,N,VIIRS,n,2,293.67,0.85,N,2
28.61005,68.62729,317.27,0.47,0.4,2024-08-22,2124,N,VIIRS,n,2,293.66,1.38,N,2
28.61366,68.62813,331.27,0.47,0.4,2024-08-22,2124,N,VIIRS,n,2,294.07,2.01,N,2
26.24516,68.85538,337.91,0.41,0.37,2024-08-23,839,N,VIIRS,n,2,304.52,7.13,D,0
28.23292,70.15071,331.43,0.47,0.4,2024-08-23,840,N,VIIRS,l,2,305.86,4.38,D,0
28.61135,68.62734,343.21,0.42,0.37,2024-08-23,840,N,VIIRS,n,2,307.19,5.35,D,2
26.2435,68.85826,329.92,0.38,0.36,2024-08-23,2105,N,VIIRS,n,2,278.0,3.45,N,0
26.24409,68.85443,331.15,0.38,0.36,2024-08-23,2105,N,VIIRS,n,2,276.12,3.45,N,0
26.2468,68.85889,303.31,0.38,0.36,2024-08-23,2105,N,VIIRS,n,2,279.08,0.35,N,0
26.2474,68.85507,303.76,0.38,0.36,2024-08-23,2105,N,VIIRS,n,2,276.39,0.35,N,0
28.42575,69.70272,308.32,0.38,0.36,2024-08-23,2105,N,VIIRS,n,2,281.64,0.77,N,2
28.60678,68.63476,315.74,0.39,0.36,2024-08-23,2105,N,VIIRS,n,2,293.03,0.86,N,2
28.61011,68.63541,307.84,0.39,0.36,2024-08-23,2105,N,VIIRS,n,2,293.21,0.77,N,2
28.6113,68.62745,333.97,0.39,0.36,2024-08-23,2105,N,VIIRS,n,2,294.29,3.28,N,2
28.38462,67.83779,331.08,0.5,0.66,2024-08-26,743,N,VIIRS,n,2,291.0,3.76,D,0
28.60863,68.63252,330.88,0.45,0.63,2024-08-26,743,N,VIIRS,n,2,292.69,2.56,D,2
26.78957,68.9287,325.83,0.56,0.51,2024-08-30,2034,N,VIIRS,n,2,288.83,3.47,N,0
26.78994,68.92688,325.3,0.56,0.51,2024-08-30,2034,N,VIIRS,n,2,288.62,3.39,N,0
28.05213,69.36883,334.64,0.34,0.56,2024-08-31,749,N,VIIRS,n,2,291.52,1.76,D,2
28.95004,69.08849,300.89,0.47,0.48,2024-09-01,2136,N,VIIRS,n,2,287.65,0.72,N,0
27.89038,69.15046,309.63,0.43,0.38,2024-09-02,2117,N,VIIRS,n,2,294.26,1.01,N,0
28.42448,69.69971,309.82,0.45,0.39,2024-09-02,2117,N,VIIRS,n,2,294.65,0.74,N,2
28.94738,69.08954,307.63,0.42,0.38,2024-09-02,2117,N,VIIRS,n,2,290.73,0.56,N,0
28.9468,69.0881,303.35,0.42,0.37,2024-09-03,2058,N,VIIRS,n,2,288.86,0.4,N,0
28.94697,69.08517,303.34,0.47,0.47,2024-09-04,2039,N,VIIRS,n,2,291.54,0.48,N,0
27.00592,68.4155,332.86,0.33,0.55,2024-09-05,755,N,VIIRS,n,2,298.95,1.94,D,0
28.94709,69.08639,304.46,0.58,0.52,2024-09-06,2142,N,VIIRS,n,2,292.85,0.43,N,0
28.94885,69.08608,305.56,0.48,0.4,2024-09-07,2123,N,VIIRS,n,2,293.13,0.4,N,0
28.50744,67.90978,339.94,0.4,0.37,2024-09-08,840,N,VIIRS,n,2,305.84,4.72,D,0
28.9472,69.08657,312.55,0.39,0.36,2024-09-08,2104,N,VIIRS,n,2,294.26,0.53,N,0
26.245,68.85652,336.67,0.55,0.42,2024-09-09,2046,N,VIIRS,n,2,298.19,6.59,N,0
28.9484,69.0863,305.04,0.57,0.43,2024-09-09,2046,N,VIIRS,n,2,294.45,0.66,N,0
28.9498,69.08733,305.73,0.57,0.43,2024-09-09,2046,N,VIIRS,n,2,294.59,0.89,N,0
26.24517,68.85931,332.26,0.51,0.5,2024-09-10,801,N,VIIRS,l,2,303.61,3.44,D,0
28.94861,69.08546,312.88,0.36,0.58,2024-09-10,2027,N,VIIRS,n,2,292.82,0.62,N,0
28.94824,69.08754,303.99,0.67,0.74,2024-09-10,2207,N,VIIRS,n,2,290.65,0.44,N,0
28.94551,69.08414,302.27,0.7,0.75,2024-09-11,2008,N,VIIRS,n,2,291.4,0.37,N,0
28.94878,69.0877,305.14,0.36,0.57,2024-09-11,2148,N,VIIRS,n,2,293.15,0.32,N,0
28.94849,69.08856,310.09,0.38,0.44,2024-09-12,2129,N,VIIRS,n,2,293.97,0.77,N,0
28.04084,69.07789,338.94,0.49,0.4,2024-09-13,846,N,VIIRS,l,2,309.17,6.0,D,0
28.60366,68.03926,337.65,0.45,0.39,2024-09-13,846,N,VIIRS,l,2,309.74,2.83,D,0
29.16161,70.35856,333.93,0.39,0.44,2024-09-13,846,N,VIIRS,l,2,305.13,2.56,D,0
28.42446,69.69958,312.24,0.4,0.37,2024-09-13,2111,N,VIIRS,n,2,297.5,0.77,N,2
28.94646,69.08907,312.14,0.39,0.36,2024-09-13,2111,N,VIIRS,n,2,293.48,0.41,N,0
28.42643,69.70081,308.62,0.45,0.39,2024-09-14,2052,N,VIIRS,n,2,296.1,0.86,N,2
26.32153,68.84561,307.7,0.56,0.52,2024-09-15,2034,N,VIIRS,n,2,294.76,0.95,N,0
27.09088,69.22865,304.03,0.53,0.67,2024-09-16,2014,N,VIIRS,n,2,293.99,1.09,N,0
27.09352,69.2286,306.33,0.53,0.67,2024-09-16,2014,N,VIIRS,n,2,294.26,0.71,N,0
26.32374,68.84613,308.47,0.49,0.65,2024-09-16,2155,N,VIIRS,n,2,294.15,0.69,N,0
26.32541,68.84523,305.92,0.49,0.65,2024-09-16,2155,N,VIIRS,n,2,294.25,0.49,N,0
27.09203,69.23044,320.77,0.5,0.66,2024-09-16,2155,N,VIIRS,n,2,293.8,2.53,N,0
27.09256,69.23183,306.82,0.5,0.65,2024-09-16,2155,N,VIIRS,n,2,293.23,1.33,N,0
27.09381,69.22695,312.25,0.5,0.65,2024-09-16,2155,N,VIIRS,n,2,293.64,2.03,N,0
26.32409,68.84417,308.6,0.51,0.49,2024-09-17,2136,N,VIIRS,n,2,296.62,1.21,N,0
27.09342,69.23046,332.97,0.52,0.5,2024-09-17,2136,N,VIIRS,n,2,294.99,2.63,N,0
27.96033,69.86494,304.48,0.54,0.51,2024-09-17,2136,N,VIIRS,n,2,294.13,1.25,N,0
27.95409,68.92879,333.48,0.38,0.43,2024-09-18,852,N,VIIRS,l,2,308.31,1.85,D,0
28.26851,67.88996,342.34,0.51,0.41,2024-09-18,852,N,VIIRS,n,2,309.59,3.61,D,0
26.32463,68.84381,308.5,0.44,0.38,2024-09-18,2117,N,VIIRS,n,2,297.36,0.63,N,0
27.95994,69.86761,320.0,0.46,0.39,2024-09-18,2117,N,VIIRS,n,2,296.42,2.41,N,0
27.82352,67.91824,334.53,0.38,0.36,2024-09-19,833,N,VIIRS,l,2,304.84,3.19,D,0
28.88957,69.92062,337.28,0.41,0.37,2024-09-19,833,N,VIIRS,l,2,308.09,2.67,D,0
28.42459,69.69943,312.5,0.4,0.37,2024-09-19,2058,N,VIIRS,n,2,296.77,3.0,N,2
26.32403,68.84402,315.74,0.41,0.37,2024-09-19,2059,N,VIIRS,n,2,296.9,0.66,N,0
26.84595,67.60051,345.3,0.39,0.44,2024-09-20,814,N,VIIRS,n,2,306.94,5.19,D,0
26.87019,67.61596,338.17,0.71,0.75,2024-09-22,736,N,VIIRS,n,2,296.19,4.27,D,0
26.87087,67.61727,334.49,0.71,0.75,2024-09-22,736,N,VIIRS,n,2,295.94,4.76,D,0
26.76195,68.26545,341.58,0.41,0.6,2024-09-22,916,N,VIIRS,n,2,299.62,5.29,D,0
27.22043,68.20226,341.6,0.41,0.6,2024-09-22,917,N,VIIRS,n,2,298.1,3.65,D,0
27.22606,68.20177,342.64,0.41,0.6,2024-09-22,917,N,VIIRS,n,2,298.21,2.36,D,0
27.64475,69.61583,330.97,0.5,0.66,2024-09-22,917,N,VIIRS,n,2,298.5,2.35,D,0
27.64508,69.62104,367.0,0.5,0.66,2024-09-22,917,N,VIIRS,h,2,298.61,8.12,D,0
28.75468,70.30751,333.66,0.56,0.69,2024-09-22,917,N,VIIRS,n,2,299.86,2.9,D,0
28.44253,67.49478,334.6,0.39,0.44,2024-09-23,858,N,VIIRS,l,2,307.92,4.26,D,0
28.54141,68.11716,342.96,0.43,0.46,2024-09-23,858,N,VIIRS,n,2,313.18,4.74,D,0
27.02132,68.08132,332.89,0.39,0.36,2024-09-24,839,N,VIIRS,l,2,307.89,2.27,D,0
27.91973,68.89736,334.74,0.41,0.37,2024-09-24,839,N,VIIRS,l,2,307.77,1.86,D,0
28.19646,67.80376,367.0,0.39,0.36,2024-09-24,839,N,VIIRS,h,2,311.84,6.13,D,0
28.4251,69.70187,315.69,0.38,0.36,2024-09-24,2104,N,VIIRS,n,2,300.46,1.07,N,2
26.23154,68.28497,331.25,0.47,0.39,2024-09-25,820,N,VIIRS,n,2,302.61,1.24,D,0
26.29066,68.46439,332.14,0.46,0.39,2024-09-25,820,N,VIIRS,l,2,305.74,2.17,D,0
26.37033,68.39021,330.53,0.46,0.39,2024-09-25,820,N,VIIRS,l,2,304.98,1.99,D,0
26.61444,67.88702,337.43,0.48,0.4,2024-09-25,820,N,VIIRS,l,2,309.11,5.25,D,0
26.61579,67.8897,339.17,0.48,0.4,2024-09-25,820,N,VIIRS,n,2,307.81,4.11,D,0
27.01043,67.54471,337.14,0.49,0.4,2024-09-25,820,N,VIIRS,l,2,309.74,4.82,D,0
28.0642,70.25191,342.72,0.39,0.36,2024-09-25,820,N,VIIRS,l,2,314.2,18.93,D,0
28.42499,69.69843,310.09,0.53,0.42,2024-09-25,2045,N,VIIRS,n,2,299.13,1.49,N,2
26.32573,68.8437,307.95,0.56,0.43,2024-09-25,2046,N,VIIRS,n,2,297.71,0.42,N,0
27.1912,68.10323,339.31,0.43,0.38,2024-09-29,845,N,VIIRS,n,2,304.81,5.22,D,0
27.20866,68.18089,334.76,0.44,0.38,2024-09-29,845,N,VIIRS,n,2,302.57,2.01,D,0
28.74813,70.2111,335.91,0.56,0.43,2024-09-29,845,N,VIIRS,n,2,299.27,7.08,D,0
28.42655,69.69993,309.51,0.4,0.37,2024-09-29,2110,N,VIIRS,n,2,296.04,0.73,N,2
26.27616,68.95059,333.33,0.4,0.37,2024-09-30,826,N,VIIRS,l,2,306.86,1.53,D,0
26.54197,68.22293,335.86,0.41,0.37,2024-09-30,826,N,VIIRS,l,2,306.34,2.97,D,0
26.98741,67.5414,337.43,0.43,0.38,2024-09-30,826,N,VIIRS,l,2,310.16,3.92,D,0
27.38008,68.31102,337.93,0.4,0.37,2024-09-30,826,N,VIIRS,n,2,307.19,3.37,D,0
28.05505,70.17058,342.35,0.38,0.36,2024-09-30,826,N,VIIRS,n,2,308.25,4.48,D,0
28.05836,70.16994,338.8,0.38,0.36,2024-09-30,826,N,VIIRS,n,2,306.5,4.48,D,0
28.19144,67.79026,338.19,0.41,0.37,2024-09-30,826,N,VIIRS,n,2,305.52,3.79,D,0
28.19156,67.79095,336.6,0.41,0.37,2024-09-30,826,N,VIIRS,n,2,305.94,2.98,D,0
28.19495,67.79023,334.78,0.41,0.37,2024-09-30,826,N,VIIRS,n,2,301.66,2.98,D,0
28.31923,68.09527,337.51,0.4,0.37,2024-09-30,826,N,VIIRS,n,2,304.25,2.31,D,0
28.4237,69.69921,308.31,0.45,0.39,2024-09-30,2051,N,VIIRS,n,2,297.03,1.03,N,2
26.28161,68.73557,341.83,0.43,0.46,2024-10-01,807,N,VIIRS,n,2,309.55,3.1,D,0
27.52642,67.58476,339.43,0.48,0.48,2024-10-01,807,N,VIIRS,n,2,308.0,2.51,D,0
28.17417,69.33375,334.94,0.56,0.43,2024-10-01,807,N,VIIRS,l,2,306.98,3.8,D,0
29.10831,67.70068,336.78,0.44,0.46,2024-10-01,808,N,VIIRS,l,2,307.43,2.62,D,0
27.95393,69.00008,346.38,0.37,0.58,2024-10-02,748,N,VIIRS,n,2,304.82,4.5,D,0
26.22204,68.72562,343.7,0.34,0.56,2024-10-03,910,N,VIIRS,n,2,308.49,4.93,D,0
26.26223,68.70769,337.58,0.33,0.56,2024-10-03,910,N,VIIRS,n,2,307.41,1.68,D,0
26.72317,68.41563,341.98,0.32,0.55,2024-10-03,910,N,VIIRS,l,2,315.68,6.04,D,0
26.29057,68.7477,334.75,0.53,0.42,2024-10-04,851,N,VIIRS,n,2,307.02,3.53,D,0
27.03227,68.26752,334.66,0.51,0.41,2024-10-04,851,N,VIIRS,l,2,307.81,6.19,D,0
28.42538,69.70288,312.82,0.44,0.38,2024-10-04,2116,N,VIIRS,n,2,298.77,1.03,N,2
26.44101,68.40475,341.44,0.38,0.36,2024-10-05,832,N,VIIRS,n,2,309.01,5.0,D,0
27.52604,67.58488,346.48,0.39,0.36,2024-10-05,832,N,VIIRS,n,2,311.1,4.87,D,0
27.85899,68.8978,341.32,0.39,0.36,2024-10-05,832,N,VIIRS,n,2,309.01,4.12,D,0
27.95253,69.00072,335.73,0.39,0.36,2024-10-05,832,N,VIIRS,l,2,308.71,4.28,D,0
28.25269,69.86929,334.29,0.4,0.37,2024-10-05,832,N,VIIRS,l,2,306.73,1.64,D,0
28.42591,69.70221,312.19,0.4,0.37,2024-10-05,2057,N,VIIRS,n,2,297.73,1.7,N,2
28.05228,69.36824,313.23,0.41,0.37,2024-10-05,2058,N,VIIRS,n,2,297.85,1.37,N,2
27.81796,68.85168,331.77,0.5,0.41,2024-10-06,813,N,VIIRS,l,2,304.8,2.57,D,0
27.81879,68.85377,333.34,0.5,0.41,2024-10-06,813,N,VIIRS,l,2,304.71,2.58,D,0
27.94837,68.96115,333.27,0.49,0.4,2024-10-06,813,N,VIIRS,l,2,305.2,0.81,D,0
26.36083,68.28442,339.5,0.36,0.57,2024-10-07,754,N,VIIRS,n,2,302.49,2.56,D,0
26.44207,67.73372,330.64,0.38,0.59,2024-10-07,754,N,VIIRS,l,2,304.64,1.04,D,0
27.80029,68.86581,338.38,0.61,0.54,2024-10-07,754,N,VIIRS,n,2,301.78,5.77,D,0
27.96762,68.93166,343.18,0.6,0.53,2024-10-07,755,N,VIIRS,n,2,303.94,5.78,D,0
27.97108,68.93282,349.01,0.6,0.53,2024-10-07,755,N,VIIRS,n,2,304.04,9.11,D,0
28.29377,67.86967,332.55,0.34,0.56,2024-10-07,755,N,VIIRS,n,2,300.95,1.63,D,0
26.40207,68.92641,330.54,0.43,0.62,2024-10-08,916,N,VIIRS,n,2,298.22,2.29,D,0
26.76949,68.92044,336.05,0.43,0.62,2024-10-08,916,N,VIIRS,n,2,301.09,3.12,D,0
27.522,67.51569,317.2,0.49,0.48,2024-10-08,2142,N,VIIRS,n,2,294.72,1.36,N,0
26.42951,68.28413,338.24,0.4,0.44,2024-10-09,857,N,VIIRS,n,2,302.31,3.42,D,0
26.4824,68.43648,340.18,0.41,0.45,2024-10-09,857,N,VIIRS,n,2,304.83,6.46,D,0
26.48285,68.44065,343.73,0.41,0.45,2024-10-09,857,N,VIIRS,n,2,305.2,6.46,D,0
26.54782,68.38123,341.83,0.41,0.45,2024-10-09,857,N,VIIRS,n,2,305.45,2.97,D,0
28.42511,69.70094,307.72,0.51,0.41,2024-10-09,2122,N,VIIRS,n,2,295.1,1.04,N,2
28.42559,69.69939,307.57,0.51,0.41,2024-10-09,2122,N,VIIRS,n,2,294.99,1.36,N,2
26.205,68.69975,332.08,0.4,0.37,2024-10-10,838,N,VIIRS,l,2,306.83,2.5,D,0
27.11302,68.10848,335.94,0.39,0.36,2024-10-10,838,N,VIIRS,n,2,305.73,1.05,D,0
27.78435,67.73023,338.42,0.39,0.36,2024-10-10,838,N,VIIRS,n,2,307.78,2.09,D,0
28.14244,69.24463,333.98,0.42,0.38,2024-10-10,838,N,VIIRS,l,2,308.61,1.84,D,0
28.1982,69.4209,339.67,0.43,0.38,2024-10-10,838,N,VIIRS,l,2,309.84,4.24,D,0
28.19867,69.41749,335.95,0.43,0.38,2024-10-10,838,N,VIIRS,l,2,307.71,1.6,D,0
28.42407,69.69977,313.05,0.38,0.36,2024-10-10,2104,N,VIIRS,n,2,295.53,1.08,N,2
26.47453,68.16841,337.73,0.48,0.4,2024-10-11,819,N,VIIRS,l,2,309.91,9.68,D,0
26.4752,68.1665,340.78,0.48,0.4,2024-10-11,819,N,VIIRS,n,2,309.86,8.48,D,0
28.79212,67.66247,340.13,0.47,0.39,2024-10-11,820,N,VIIRS,n,2,307.92,3.03,D,0
28.61157,68.62745,340.62,0.41,0.45,2024-10-11,2045,N,VIIRS,n,2,299.02,5.68,N,2
26.28334,68.73295,334.81,0.54,0.51,2024-10-12,800,N,VIIRS,l,2,307.44,4.93,D,0
26.81003,68.59494,345.0,0.54,0.51,2024-10-12,800,N,VIIRS,n,2,312.85,14.01,D,0
26.81352,68.59708,345.19,0.54,0.51,2024-10-12,800,N,VIIRS,n,2,312.96,11.38,D,0
27.263,68.14888,331.97,0.56,0.51,2024-10-12,801,N,VIIRS,n,2,303.82,2.29,D,0
28.42603,69.70017,305.2,0.34,0.56,2024-10-12,2026,N,VIIRS,n,2,294.05,0.86,N,2
29.1836,70.34544,335.08,0.36,0.57,2024-10-13,742,N,VIIRS,n,2,306.09,1.9,D,0
29.19401,67.72137,331.89,0.51,0.66,2024-10-13,742,N,VIIRS,n,2,303.47,2.23,D,0
27.8972,69.7253,305.19,0.65,0.73,2024-10-13,2007,N,VIIRS,n,2,292.12,0.82,N,0
27.89869,69.72959,298.66,0.4,0.6,2024-10-13,2148,N,VIIRS,n,2,282.89,0.74,N,0
28.42608,69.70161,305.64,0.41,0.45,2024-10-14,2129,N,VIIRS,n,2,294.85,1.24,N,2
27.96643,68.98118,344.67,0.47,0.4,2024-10-15,845,N,VIIRS,n,2,307.36,6.04,D,0
28.04914,69.67701,337.88,0.51,0.41,2024-10-15,845,N,VIIRS,l,2,310.98,5.87,D,0
28.17232,69.36631,335.27,0.49,0.41,2024-10-15,845,N,VIIRS,n,2,305.86,3.71,D,0
29.15649,67.72834,337.31,0.43,0.38,2024-10-15,845,N,VIIRS,l,2,310.81,2.5,D,0
26.21791,68.97416,332.69,0.4,0.37,2024-10-16,825,N,VIIRS,l,2,307.6,2.46,D,0
26.21855,68.97811,341.79,0.4,0.37,2024-10-16,825,N,VIIRS,n,2,308.49,5.47,D,0
27.93421,68.92386,334.26,0.39,0.36,2024-10-16,826,N,VIIRS,l,2,308.34,2.35,D,0
26.29452,68.93507,331.91,0.42,0.45,2024-10-17,807,N,VIIRS,l,2,305.65,2.14,D,0
27.81342,68.88681,342.03,0.4,0.44,2024-10-17,807,N,VIIRS,n,2,309.03,5.04,D,0
28.05104,69.36636,333.25,0.56,0.43,2024-10-17,807,N,VIIRS,n,2,307.64,5.07,D,2
28.05215,69.372,334.27,0.56,0.43,2024-10-17,807,N,VIIRS,n,2,305.8,3.68,D,2
28.05246,69.36817,346.95,0.56,0.43,2024-10-17,807,N,VIIRS,n,2,308.44,7.03,D,2
28.49094,70.10939,335.28,0.51,0.41,2024-10-17,807,N,VIIRS,n,2,306.01,3.58,D,0
27.76516,69.33955,305.18,0.56,0.52,2024-10-17,2032,N,VIIRS,n,2,294.76,0.86,N,0
26.21883,68.97401,332.43,0.4,0.6,2024-10-18,748,N,VIIRS,n,2,302.77,1.87,D,0
28.05258,69.36213,330.28,0.35,0.57,2024-10-18,748,N,VIIRS,l,2,303.24,3.54,D,0
28.05422,69.36916,331.05,0.35,0.57,2024-10-18,748,N,VIIRS,l,2,302.53,2.3,D,2
28.4756,68.84937,338.85,0.37,0.58,2024-10-18,748,N,VIIRS,n,2,306.6,2.31,D,0
28.47055,67.84724,340.71,0.42,0.61,2024-10-18,749,N,VIIRS,n,2,307.54,3.99,D,0
26.28362,68.92514,333.21,0.34,0.56,2024-10-19,909,N,VIIRS,n,2,302.54,1.0,D,0
26.41813,68.8955,348.44,0.34,0.56,2024-10-19,909,N,VIIRS,n,2,305.13,4.65,D,0
26.41828,68.89458,355.34,0.34,0.56,2024-10-19,909,N,VIIRS,n,2,305.41,5.55,D,0
27.78475,69.63202,339.25,0.39,0.6,2024-10-19,910,N,VIIRS,n,2,305.91,4.67,D,0
26.31503,68.39922,336.59,0.51,0.41,2024-10-20,851,N,VIIRS,l,2,310.44,5.72,D,0
26.50359,68.09236,335.25,0.49,0.4,2024-10-20,851,N,VIIRS,n,2,308.58,4.6,D,0
26.89623,67.92889,341.18,0.49,0.4,2024-10-20,851,N,VIIRS,l,2,314.96,4.83,D,0
27.39266,68.79594,337.12,0.55,0.42,2024-10-20,851,N,VIIRS,n,2,308.46,3.87,D,0
27.47489,69.22202,340.84,0.38,0.43,2024-10-20,851,N,VIIRS,l,2,312.58,3.39,D,0
27.47582,69.22199,344.53,0.38,0.44,2024-10-20,851,N,VIIRS,n,2,312.44,4.02,D,0
28.26151,68.08709,337.8,0.51,0.41,2024-10-20,851,N,VIIRS,n,2,308.51,3.85,D,0
28.42355,69.70184,304.84,0.44,0.38,2024-10-20,2116,N,VIIRS,n,2,294.46,1.01,N,2
26.23399,68.83125,338.62,0.38,0.36,2024-10-21,832,N,VIIRS,n,2,306.58,5.47,D,0
26.37627,68.15646,337.84,0.39,0.36,2024-10-21,832,N,VIIRS,n,2,311.85,3.42,D,0
26.37662,68.48144,339.01,0.38,0.36,2024-10-21,832,N,VIIRS,n,2,310.06,3.67,D,0
26.51333,68.84651,341.03,0.38,0.36,2024-10-21,832,N,VIIRS,n,2,310.11,3.51,D,0
26.95996,67.58242,345.67,0.39,0.36,2024-10-21,832,N,VIIRS,n,2,312.08,3.33,D,0
27.02397,68.00771,336.95,0.39,0.36,2024-10-21,832,N,VIIRS,l,2,310.47,2.33,D,0
27.2033,68.37564,337.71,0.38,0.36,2024-10-21,832,N,VIIRS,l,2,310.17,2.57,D,0
27.87103,69.61239,331.42,0.39,0.36,2024-10-21,832,N,VIIRS,l,2,306.31,1.75,D,0
28.42418,69.70241,308.94,0.4,0.37,2024-10-21,2057,N,VIIRS,n,2,294.94,0.97,N,2
26.37214,68.91817,307.37,0.41,0.37,2024-10-21,2058,N,VIIRS,n,2,295.34,0.33,N,0
28.05328,69.36979,305.91,0.41,0.37,2024-10-21,2058,N,VIIRS,n,2,295.05,0.55,N,2
26.33906,68.08327,339.65,0.38,0.43,2024-10-22,813,N,VIIRS,n,2,305.2,3.76,D,0
27.22523,68.36555,339.77,0.54,0.42,2024-10-22,813,N,VIIRS,n,2,307.41,5.1,D,0
27.22572,68.36306,341.06,0.54,0.42,2024-10-22,813,N,VIIRS,n,2,307.48,3.01,D,0
27.79413,69.34248,332.21,0.47,0.4,2024-10-22,813,N,VIIRS,n,2,306.94,2.5,D,0
27.87031,69.59985,336.97,0.46,0.39,2024-10-22,813,N,VIIRS,n,2,307.11,3.06,D,0
28.2922,69.73098,348.81,0.45,0.39,2024-10-22,813,N,VIIRS,n,2,307.58,6.03,D,0
26.40516,68.84052,340.57,0.33,0.55,2024-10-23,754,N,VIIRS,n,2,308.81,2.59,D,0
26.55016,68.20261,342.86,0.35,0.57,2024-10-23,754,N,VIIRS,n,2,303.03,2.53,D,0
26.55135,68.20362,334.12,0.35,0.57,2024-10-23,754,N,VIIRS,n,2,302.66,2.65,D,0
26.93341,68.27172,338.95,0.34,0.56,2024-10-23,754,N,VIIRS,n,2,302.49,2.6,D,0
26.23432,68.86218,316.91,0.45,0.63,2024-10-23,2020,N,VIIRS,n,2,291.95,2.08,N,0
26.23466,68.85756,305.72,0.45,0.63,2024-10-23,2020,N,VIIRS,n,2,291.62,2.51,N,0
26.74498,68.90176,333.13,0.61,0.71,2024-10-24,736,N,VIIRS,l,2,303.78,3.53,D,0
26.74641,68.90395,337.7,0.61,0.71,2024-10-24,736,N,VIIRS,n,2,304.28,2.09,D,0
26.53887,68.14993,333.24,0.39,0.59,2024-10-24,916,N,VIIRS,n,2,303.79,2.65,D,0
26.65118,68.17076,331.22,0.39,0.59,2024-10-24,916,N,VIIRS,n,2,302.28,1.86,D,0
26.70277,68.97249,334.27,0.44,0.62,2024-10-24,916,N,VIIRS,l,2,306.84,2.52,D,0
26.28916,68.23946,335.38,0.4,0.44,2024-10-25,857,N,VIIRS,l,2,308.88,2.01,D,0
26.99532,68.44399,340.2,0.42,0.45,2024-10-25,857,N,VIIRS,n,2,307.27,2.68,D,0
27.2295,68.12408,334.74,0.41,0.45,2024-10-25,857,N,VIIRS,l,2,309.23,1.93,D,0
27.41237,68.70975,346.53,0.44,0.46,2024-10-25,857,N,VIIRS,n,2,310.62,4.63,D,0
27.81263,69.7373,341.25,0.51,0.5,2024-10-25,857,N,VIIRS,n,2,309.72,5.83,D,0
28.42424,69.70327,307.61,0.51,0.41,2024-10-25,2123,N,VIIRS,n,2,294.75,1.35,N,2
26.25262,68.32153,343.4,0.39,0.36,2024-10-26,838,N,VIIRS,n,2,312.5,3.93,D,0
26.2927,68.11047,342.64,0.39,0.36,2024-10-26,838,N,VIIRS,n,2,310.66,4.49,D,0
26.33564,68.17071,339.5,0.39,0.36,2024-10-26,838,N,VIIRS,n,2,313.3,4.44,D,0
26.68372,68.95412,340.72,0.41,0.37,2024-10-26,838,N,VIIRS,n,2,313.37,5.43,D,0
26.97389,67.74858,339.66,0.39,0.36,2024-10-26,838,N,VIIRS,l,2,314.2,4.94,D,0
27.76653,69.40458,335.9,0.43,0.38,2024-10-26,838,N,VIIRS,l,2,309.26,2.57,D,0
27.94077,69.58593,332.5,0.43,0.38,2024-10-26,838,N,VIIRS,n,2,306.73,1.06,D,0
28.09212,69.86349,337.06,0.44,0.39,2024-10-26,839,N,VIIRS,n,2,308.79,4.03,D,0
28.42546,69.70007,312.51,0.38,0.36,2024-10-26,2104,N,VIIRS,n,2,296.68,1.4,N,2
26.58623,68.8577,348.75,0.44,0.38,2024-10-27,819,N,VIIRS,n,2,316.33,7.79,D,0
26.88646,68.17725,335.32,0.47,0.39,2024-10-27,819,N,VIIRS,n,2,308.38,2.68,D,0
27.57177,69.02077,340.77,0.43,0.38,2024-10-27,820,N,VIIRS,l,2,311.07,5.63,D,0
28.17569,69.49738,335.02,0.41,0.37,2024-10-27,820,N,VIIRS,n,2,309.7,1.1,D,0
28.49363,69.72383,335.77,0.4,0.37,2024-10-27,820,N,VIIRS,l,2,309.36,1.92,D,0
28.66704,67.73809,339.83,0.46,0.39,2024-10-27,820,N,VIIRS,l,2,313.27,3.55,D,0
28.98849,70.03165,349.22,0.39,0.36,2024-10-27,820,N,VIIRS,n,2,314.83,6.85,D,0
